0x191D4FC,   Object$$.ctor
0x1D3829C,   BigInteger$$ToString
0x1D38308,   BigInteger$$ToString
0x1D37458,   BigInteger$$Normalize
0x1D38834,   BigInteger$$Clear
0x1D388C4,   BigInteger$$GetHashCode
0x1D3893C,   BigInteger$$ToString
0x1D38944,   BigInteger$$Equals
0x1D38F40,   BigInteger$$ModInverse
0x1D398D8,   BigInteger$$ModPow
0x1D39BEC,   BigInteger$$IsProbablePrime
0x1D39FBC,   BigInteger$$GeneratePseudoPrime
0x1D3A058,   BigInteger$$Incr2
0x1D39EE0,   BigInteger$$op_Implicit
0x1D3A1C8,   BigInteger$$op_Implicit
0x1D3A298,   BigInteger$$op_Addition
0x1D3A790,   BigInteger$$op_Subtraction
0x1D39F70,   BigInteger$$op_Modulus
0x1D3AE10,   BigInteger$$op_Modulus
0x1D3B94C,   BigInteger$$op_Division
0x1D3B990,   BigInteger$$op_Multiply
0x1D3BDF4,   BigInteger$$op_Multiply
0x1D3C0EC,   BigInteger$$op_LeftShift
0x1D3C500,   BigInteger$$op_RightShift
0x1D37C48,   BigInteger$$op_Equality
0x1D387AC,   BigInteger$$op_Inequality
0x1D38B08,   BigInteger$$op_Equality
0x1D3C860,   BigInteger$$op_Inequality
0x1D3C95C,   BigInteger$$op_GreaterThan
0x1D3C97C,   BigInteger$$op_LessThan
0x1D3C990,   BigInteger$$op_GreaterThanOrEqual
0x1D39F50,   BigInteger$$op_LessThanOrEqual
0x1D3996C,   ModulusRing$$.ctor
0x1D3D780,   ModulusRing$$BarrettReduction
0x1D3DBD0,   ModulusRing$$Multiply
0x1D3D4D8,   ModulusRing$$Difference
0x1D39AA0,   ModulusRing$$Pow
0x1D3DE30,   ModulusRing$$Pow
0x1D3A3B0,   Kernel$$AddSameSign
0x1D3A9CC,   Kernel$$Subtract
0x1D3C9B0,   Kernel$$MinusEq
0x1D3CC30,   Kernel$$PlusEq
0x1D38C08,   Kernel$$Compare
0x1D38688,   Kernel$$SingleByteDivideInPlace
0x1D3AD68,   Kernel$$DwordMod
0x1D3CFF8,   Kernel$$DwordDivMod
0x1D3AE54,   Kernel$$multiByteDivide
0x1D3C0F0,   Kernel$$LeftShift
0x1D3C504,   Kernel$$RightShift
0x1D3BF20,   Kernel$$MultiplyByDword
0x1D3BCDC,   Kernel$$Multiply
0x1D3D2C4,   Kernel$$MultiplyMod2p32pmod
0x1D3D3D8,   Kernel$$modInverse
0x1D38F4C,   Kernel$$modInverse
0x1D41D50,   AuthenticodeBase$$.ctor
0x1D41DD0,   AuthenticodeBase$$get_PEOffset
0x1D42104,   AuthenticodeBase$$Open
0x1D421C4,   AuthenticodeBase$$Close
0x1D41DF4,   AuthenticodeBase$$ReadFirstBlock
0x1D42298,   AuthenticodeBase$$GetSecurityEntry
0x1D423B8,   AuthenticodeBase$$GetHash
0x1D42BB4,   AuthenticodeDeformatter$$.ctor
0x1D42C4C,   AuthenticodeDeformatter$$.ctor
0x1D42C70,   AuthenticodeDeformatter$$set_FileName
0x1D43338,   AuthenticodeDeformatter$$get_SigningCertificate
0x1D42EB4,   AuthenticodeDeformatter$$CheckSignature
0x1D444EC,   AuthenticodeDeformatter$$CompareIssuerSerial
0x1D43340,   AuthenticodeDeformatter$$VerifySignature
0x1D446D0,   AuthenticodeDeformatter$$VerifyCounterSignature
0x1D42DAC,   AuthenticodeDeformatter$$Reset
0x1D46764,   CryptoConvert$$.ctor
0x1D4676C,   CryptoConvert$$ToInt32LE
0x1D4683C,   CryptoConvert$$ToUInt32LE
0x1D4690C,   CryptoConvert$$GetBytesLE
0x1D46A20,   CryptoConvert$$Trim
0x1D46B2C,   CryptoConvert$$FromCapiPrivateKeyBlob
0x1D46B34,   CryptoConvert$$FromCapiPrivateKeyBlob
0x1D471F0,   CryptoConvert$$FromCapiPrivateKeyBlobDSA
0x1D471F8,   CryptoConvert$$FromCapiPrivateKeyBlobDSA
0x1D47758,   CryptoConvert$$ToCapiPrivateKeyBlob
0x1D47DC8,   CryptoConvert$$ToCapiPrivateKeyBlob
0x1D48298,   CryptoConvert$$FromCapiPublicKeyBlob
0x1D482A0,   CryptoConvert$$FromCapiPublicKeyBlob
0x1D48780,   CryptoConvert$$FromCapiPublicKeyBlobDSA
0x1D48788,   CryptoConvert$$FromCapiPublicKeyBlobDSA
0x1D48CE8,   CryptoConvert$$ToCapiPublicKeyBlob
0x1D49134,   CryptoConvert$$ToCapiPublicKeyBlob
0x1D49600,   CryptoConvert$$FromCapiKeyBlob
0x1D49608,   CryptoConvert$$FromCapiKeyBlob
0x1D497CC,   CryptoConvert$$FromCapiKeyBlobDSA
0x1D497D4,   CryptoConvert$$FromCapiKeyBlobDSA
0x1D49960,   CryptoConvert$$ToCapiKeyBlob
0x1D49A98,   CryptoConvert$$ToCapiKeyBlob
0x1D49B60,   CryptoConvert$$ToCapiKeyBlob
0x1D49C28,   CryptoConvert$$ToHex
0x1D49D94,   CryptoConvert$$FromHexChar
0x1D49E88,   CryptoConvert$$FromHex
0x18ED43C,   KeyBuilder$$.ctor
0x18ED444,   KeyBuilder$$get_Rng
0x18ED4DC,   KeyBuilder$$Key
0x18ED584,   KeyBuilder$$IV
0x1D46148,   BlockProcessor$$.ctor
0x1D46230,   BlockProcessor$$.ctor
0x1D462C0,   BlockProcessor$$Finalize
0x1D46340,   BlockProcessor$$Initialize
0x1D46378,   BlockProcessor$$Core
0x1D463B8,   BlockProcessor$$Core
0x1D4666C,   BlockProcessor$$Final
0x1D4A040,   DSAManaged$$.ctor
0x1D4A048,   DSAManaged$$.ctor
0x1D4A16C,   DSAManaged$$add_KeyGenerated
0x1D4A248,   DSAManaged$$remove_KeyGenerated
0x1D4A324,   DSAManaged$$Finalize
0x1D4A38C,   DSAManaged$$Generate
0x1D4AC04,   DSAManaged$$GenerateKeyPair
0x1D4AD6C,   DSAManaged$$add
0x1D4A3DC,   DSAManaged$$GenerateParams
0x1D4AE98,   DSAManaged$$get_Random
0x1D4AEC4,   DSAManaged$$get_KeySize
0x1D4AF00,   DSAManaged$$get_KeyExchangeAlgorithm
0x1D4AF08,   DSAManaged$$get_PublicOnly
0x1D4AFA0,   DSAManaged$$get_SignatureAlgorithm
0x1D4AFFC,   DSAManaged$$NormalizeArray
0x1D4B0D8,   DSAManaged$$ExportParameters
0x1D4B420,   DSAManaged$$ImportParameters
0x1D4B780,   DSAManaged$$CreateSignature
0x1D4BBF8,   DSAManaged$$VerifySignature
0x1D4C1E4,   DSAManaged$$Dispose
0x18EC76C,   KeyGeneratedEventHandler$$.ctor
0x18EC780,   KeyGeneratedEventHandler$$Invoke
0x18ECB48,   KeyGeneratedEventHandler$$BeginInvoke
0x18ECB84,   KeyGeneratedEventHandler$$EndInvoke
0x18ECB90,   HMACAlgorithm$$.ctor
0x18ECC50,   HMACAlgorithm$$Finalize
0x18ECBB8,   HMACAlgorithm$$CreateHash
0x18ECCD4,   HMACAlgorithm$$Dispose
0x18ECEC0,   HMACAlgorithm$$get_Algo
0x18ECEC8,   HMACAlgorithm$$get_HashName
0x18ECED0,   HMACAlgorithm$$set_HashName
0x18ECED4,   HMACAlgorithm$$get_Key
0x18ECEDC,   HMACAlgorithm$$set_Key
0x18ED00C,   HMACAlgorithm$$Initialize
0x18ED0C8,   HMACAlgorithm$$KeySetup
0x18ED238,   HMACAlgorithm$$Core
0x18ED288,   HMACAlgorithm$$Final
0x18ED62C,   KeyPairPersistence$$.ctor
0x18ED634,   KeyPairPersistence$$.ctor
0x18ED8E0,   KeyPairPersistence$$.cctor
0x18ED97C,   KeyPairPersistence$$get_Filename
0x18EEBBC,   KeyPairPersistence$$get_KeyValue
0x18EEBC4,   KeyPairPersistence$$set_KeyValue
0x18EEBE8,   KeyPairPersistence$$get_Parameters
0x18EEBF0,   KeyPairPersistence$$Load
0x18EEFA0,   KeyPairPersistence$$Save
0x18EF6E0,   KeyPairPersistence$$Remove
0x18EE57C,   KeyPairPersistence$$get_UserPath
0x18EDF3C,   KeyPairPersistence$$get_MachinePath
0x18EF8A4,   KeyPairPersistence$$_CanSecure
0x18EF8AC,   KeyPairPersistence$$_ProtectUser
0x18EF8B4,   KeyPairPersistence$$_ProtectMachine
0x18EF8BC,   KeyPairPersistence$$_IsUserProtected
0x18EF8C4,   KeyPairPersistence$$_IsMachineProtected
0x18EF8CC,   KeyPairPersistence$$CanSecure
0x18EF61C,   KeyPairPersistence$$ProtectUser
0x18EF558,   KeyPairPersistence$$ProtectMachine
0x18EF71C,   KeyPairPersistence$$IsUserProtected
0x18EF7E0,   KeyPairPersistence$$IsMachineProtected
0x18EEBD4,   KeyPairPersistence$$get_CanChange
0x18EF9D4,   KeyPairPersistence$$get_UseDefaultKeyContainer
0x18EDF0C,   KeyPairPersistence$$get_UseMachineKeyStore
0x18EDCE0,   KeyPairPersistence$$get_ContainerName
0x18ED7A8,   KeyPairPersistence$$Copy
0x18EED98,   KeyPairPersistence$$FromXml
0x18EF21C,   KeyPairPersistence$$ToXml
0x18EFB3C,   MACAlgorithm$$.ctor
0x18EFC64,   MACAlgorithm$$Initialize
0x18EFCFC,   MACAlgorithm$$Core
0x18F08DC,   MACAlgorithm$$Final
0x18F0C14,   PKCS1$$.ctor
0x18F0C1C,   PKCS1$$.cctor
0x18F0D9C,   PKCS1$$Compare
0x18F0E6C,   PKCS1$$xor
0x18F0FE0,   PKCS1$$GetEmptyHash
0x18F1234,   PKCS1$$I2OSP
0x18F18F4,   PKCS1$$I2OSP
0x18F19C8,   PKCS1$$OS2IP
0x18F1AE4,   PKCS1$$RSAEP
0x18F1B20,   PKCS1$$RSADP
0x18F1B5C,   PKCS1$$RSASP1
0x18F1B98,   PKCS1$$RSAVP1
0x18F1BD4,   PKCS1$$Encrypt_OAEP
0x18F2304,   PKCS1$$Decrypt_OAEP
0x18F2784,   PKCS1$$Encrypt_v15
0x18F2A14,   PKCS1$$Decrypt_v15
0x18F2CC0,   PKCS1$$Sign_v15
0x18F3278,   PKCS1$$Verify_v15
0x18F3320,   PKCS1$$Verify_v15
0x18F2DB0,   PKCS1$$Encode_v15
0x18F205C,   PKCS1$$MGF1
0x18F35E0,   PKCS8$$.ctor
0x18F35E8,   PKCS8$$GetType
0x18F452C,   PrivateKeyInfo$$.ctor
0x18F45B0,   PrivateKeyInfo$$.ctor
0x18F49E0,   PrivateKeyInfo$$get_Algorithm
0x18F49E8,   PrivateKeyInfo$$set_Algorithm
0x18F49F0,   PrivateKeyInfo$$get_Attributes
0x18F49F8,   PrivateKeyInfo$$get_PrivateKey
0x18F4AE4,   PrivateKeyInfo$$set_PrivateKey
0x18F4C24,   PrivateKeyInfo$$get_Version
0x18F4C2C,   PrivateKeyInfo$$set_Version
0x18F45D4,   PrivateKeyInfo$$Decode
0x18F4D80,   PrivateKeyInfo$$GetBytes
0x18F5338,   PrivateKeyInfo$$RemoveLeadingZero
0x18F5434,   PrivateKeyInfo$$Normalize
0x18F5518,   PrivateKeyInfo$$DecodeRSA
0x18F5B24,   PrivateKeyInfo$$Encode
0x18F5E2C,   PrivateKeyInfo$$DecodeDSA
0x18F5FC0,   PrivateKeyInfo$$Encode
0x18F603C,   PrivateKeyInfo$$Encode
0x18F382C,   EncryptedPrivateKeyInfo$$.ctor
0x18F3834,   EncryptedPrivateKeyInfo$$.ctor
0x18F3D20,   EncryptedPrivateKeyInfo$$get_Algorithm
0x18F3D28,   EncryptedPrivateKeyInfo$$set_Algorithm
0x18F3D30,   EncryptedPrivateKeyInfo$$get_EncryptedData
0x18F3E1C,   EncryptedPrivateKeyInfo$$set_EncryptedData
0x18F3F28,   EncryptedPrivateKeyInfo$$get_Salt
0x18F408C,   EncryptedPrivateKeyInfo$$set_Salt
0x18F4180,   EncryptedPrivateKeyInfo$$get_IterationCount
0x18F4188,   EncryptedPrivateKeyInfo$$set_IterationCount
0x18F385C,   EncryptedPrivateKeyInfo$$Decode
0x18F4290,   EncryptedPrivateKeyInfo$$GetBytes
0x18F6188,   RSAManaged$$.ctor
0x18F6190,   RSAManaged$$.ctor
0x18F62C8,   RSAManaged$$add_KeyGenerated
0x18F63A4,   RSAManaged$$remove_KeyGenerated
0x18F6480,   RSAManaged$$Finalize
0x18F64E8,   RSAManaged$$GenerateKeyPair
0x18F6CCC,   RSAManaged$$get_KeySize
0x18F6D1C,   RSAManaged$$get_KeyExchangeAlgorithm
0x18F6D78,   RSAManaged$$get_PublicOnly
0x18F6E6C,   RSAManaged$$get_SignatureAlgorithm
0x18F6EC8,   RSAManaged$$DecryptValue
0x18F74F4,   RSAManaged$$EncryptValue
0x18F766C,   RSAManaged$$ExportParameters
0x18F7B58,   RSAManaged$$ImportParameters
0x18F8308,   RSAManaged$$Dispose
0x18F8714,   RSAManaged$$ToXmlString
0x18F8F60,   RSAManaged$$get_UseKeyBlinding
0x18F8F68,   RSAManaged$$set_UseKeyBlinding
0x18F8F70,   RSAManaged$$get_IsCrtPossible
0x18F73F4,   RSAManaged$$GetPaddedValue
0x18F8F94,   KeyGeneratedEventHandler$$.ctor
0x18F6904,   KeyGeneratedEventHandler$$Invoke
0x18F8FA8,   KeyGeneratedEventHandler$$BeginInvoke
0x18F8FE4,   KeyGeneratedEventHandler$$EndInvoke
0x18F8FF0,   SymmetricTransform$$.ctor
0x18F93E8,   SymmetricTransform$$System.IDisposable.Dispose
0x18F9420,   SymmetricTransform$$Finalize
0x18F9488,   SymmetricTransform$$Dispose
0x18F94E8,   SymmetricTransform$$get_CanTransformMultipleBlocks
0x18F94F0,   SymmetricTransform$$get_CanReuseTransform
0x18F94F8,   SymmetricTransform$$get_InputBlockSize
0x18F9500,   SymmetricTransform$$get_OutputBlockSize
0x18F9508,   SymmetricTransform$$Transform
0x18F9740,   SymmetricTransform$$CBC
0x18F9938,   SymmetricTransform$$CFB
0x18F9C80,   SymmetricTransform$$OFB
0x18F9D1C,   SymmetricTransform$$CTS
0x18F9DB8,   SymmetricTransform$$CheckInput
0x18F9FDC,   SymmetricTransform$$TransformBlock
0x18FA390,   SymmetricTransform$$get_KeepLastBlock
0x18FA418,   SymmetricTransform$$InternalTransformBlock
0x18FA670,   SymmetricTransform$$Random
0x18FA764,   SymmetricTransform$$ThrowBadPaddingException
0x18FA9C4,   SymmetricTransform$$FinalEncrypt
0x18FAE54,   SymmetricTransform$$FinalDecrypt
0x18FBB14,   SymmetricTransform$$TransformFinalBlock
0x18FEEA0,   BasicConstraintsExtension$$.ctor
0x18FF0A0,   BasicConstraintsExtension$$Decode
0x18FF2B8,   BasicConstraintsExtension$$Encode
0x18FF468,   BasicConstraintsExtension$$get_CertificateAuthority
0x18FF470,   BasicConstraintsExtension$$ToString
0x1903E34,   SafeBag$$.ctor
0x1902268,   SafeBag$$get_BagOID
0x1902270,   SafeBag$$get_ASN1
0x18FF6AC,   PKCS12$$.ctor
0x18FF7D0,   PKCS12$$.ctor
0x1900864,   PKCS12$$.ctor
0x1900898,   PKCS12$$.cctor
0x18FFA28,   PKCS12$$Decode
0x1901C84,   PKCS12$$Finalize
0x18FF838,   PKCS12$$set_Password
0x1901D94,   PKCS12$$get_IterationCount
0x1901D9C,   PKCS12$$set_IterationCount
0x1901DA4,   PKCS12$$get_Certificates
0x1902278,   PKCS12$$get_RNG
0x1900B0C,   PKCS12$$Compare
0x19022A4,   PKCS12$$GetSymmetricAlgorithm
0x1902FB4,   PKCS12$$Decrypt
0x1901B54,   PKCS12$$Decrypt
0x1903180,   PKCS12$$Encrypt
0x190339C,   PKCS12$$GetExistingParameters
0x1903C60,   PKCS12$$AddPrivateKey
0x1900BDC,   PKCS12$$ReadSafeBag
0x1903E5C,   PKCS12$$CertificateSafeBag
0x1900910,   PKCS12$$MAC
0x1905104,   PKCS12$$GetBytes
0x19079A8,   PKCS12$$EncryptedContentInfo
0x19079A0,   PKCS12$$AddCertificate
0x1907DE4,   PKCS12$$AddCertificate
0x1907998,   PKCS12$$RemoveCertificate
0x190815C,   PKCS12$$RemoveCertificate
0x19088B4,   PKCS12$$Clone
0x1901D08,   PKCS12$$get_MaximumPasswordLength
0x1902C4C,   DeriveBytes$$.ctor
0x19089F8,   DeriveBytes$$.cctor
0x1902E6C,   DeriveBytes$$set_HashName
0x1902E64,   DeriveBytes$$set_IterationCount
0x1902C54,   DeriveBytes$$set_Password
0x1902D6C,   DeriveBytes$$set_Salt
0x1908B30,   DeriveBytes$$Adjust
0x1908CD8,   DeriveBytes$$Derive
0x1902E74,   DeriveBytes$$DeriveKey
0x1902F14,   DeriveBytes$$DeriveIV
0x1905064,   DeriveBytes$$DeriveMAC
0x1909424,   X501$$.cctor
0x18FDEC4,   X501$$ToString
0x190AC1C,   X501$$ToString
0x1909E10,   X501$$AppendEntry
0x18FD0C0,   X509Certificate$$.ctor
0x190BC68,   X509Certificate$$.cctor
0x190B06C,   X509Certificate$$Parse
0x190BE58,   X509Certificate$$GetUnsignedBigInteger
0x1903800,   X509Certificate$$get_DSA
0x190BF40,   X509Certificate$$get_Extensions
0x190BF48,   X509Certificate$$get_Hash
0x190C430,   X509Certificate$$get_IssuerName
0x190C438,   X509Certificate$$get_KeyAlgorithm
0x190C440,   X509Certificate$$get_KeyAlgorithmParameters
0x190C52C,   X509Certificate$$get_PublicKey
0x190C618,   X509Certificate$$get_RSA
0x190C7FC,   X509Certificate$$get_RawData
0x190C8E8,   X509Certificate$$get_SerialNumber
0x190C9D4,   X509Certificate$$get_Signature
0x190D080,   X509Certificate$$get_SubjectName
0x190D088,   X509Certificate$$get_ValidFrom
0x190D09C,   X509Certificate$$get_ValidUntil
0x190D0B0,   X509Certificate$$get_Version
0x190D0B8,   X509Certificate$$get_IsCurrent
0x190D164,   X509Certificate$$WasCurrent
0x190D2B8,   X509Certificate$$GetHashNameFromOID
0x190D5EC,   X509Certificate$$VerifySignature
0x190D788,   X509Certificate$$get_IsSelfSigned
0x190D850,   X509Certificate$$GetIssuerName
0x190D858,   X509Certificate$$GetSubjectName
0x190D860,   X509Certificate$$GetObjectData
0x190AE5C,   X509Certificate$$PEM
0x18FD0B8,   X509CertificateCollection$$.ctor
0x190D8E4,   X509CertificateCollection$$System.Collections.IEnumerable.GetEnumerator
0x190D920,   X509CertificateCollection$$get_Item
0x18FD2A4,   X509CertificateCollection$$Add
0x190DA3C,   X509CertificateCollection$$AddRange
0x190DB7C,   X509CertificateCollection$$Contains
0x1903624,   X509CertificateCollection$$GetEnumerator
0x190DE7C,   X509CertificateCollection$$GetHashCode
0x190DB9C,   X509CertificateCollection$$IndexOf
0x190DEB8,   X509CertificateCollection$$Compare
0x190DD94,   X509CertificateEnumerator$$.ctor
0x190DF60,   X509CertificateEnumerator$$System.Collections.IEnumerator.get_Current
0x190E038,   X509CertificateEnumerator$$System.Collections.IEnumerator.MoveNext
0x190E110,   X509CertificateEnumerator$$System.Collections.IEnumerator.Reset
0x1903694,   X509CertificateEnumerator$$get_Current
0x1903B88,   X509CertificateEnumerator$$MoveNext
0x190E1E8,   X509CertificateEnumerator$$Reset
0x190E2C0,   X509Chain$$.ctor
0x190E33C,   X509Chain$$get_TrustAnchors
0x190E52C,   X509Chain$$LoadCertificates
0x190E55C,   X509Chain$$Build
0x190EF18,   X509Chain$$Reset
0x190EED4,   X509Chain$$IsValid
0x190E908,   X509Chain$$FindCertificateParent
0x190EAC4,   X509Chain$$FindCertificateRoot
0x190EF68,   X509Chain$$IsTrusted
0x190ECDC,   X509Chain$$IsParent
0x190F0E4,   X509Extension$$.ctor
0x18FEEA4,   X509Extension$$.ctor
0x190F620,   X509Extension$$Decode
0x190F624,   X509Extension$$Encode
0x190F610,   X509Extension$$get_Oid
0x190F618,   X509Extension$$get_Critical
0x190F5DC,   X509Extension$$get_Value
0x190F628,   X509Extension$$Equals
0x190F814,   X509Extension$$GetHashCode
0x190F840,   X509Extension$$WriteLine
0x190FB48,   X509Extension$$ToString
0x190FC68,   X509ExtensionCollection$$.ctor
0x190BCE4,   X509ExtensionCollection$$.ctor
0x190FC70,   X509ExtensionCollection$$System.Collections.IEnumerable.GetEnumerator
0x190FCAC,   X509ExtensionCollection$$IndexOf
0x190EFAC,   X509ExtensionCollection$$get_Item
0x190FEC0,   X509Store$$.ctor
0x190FEE8,   X509Store$$get_Certificates
0x1910108,   X509Store$$Load
0x191032C,   X509Store$$LoadCertificate
0x19103A8,   X509Store$$CheckStore
0x190FF14,   X509Store$$BuildCertificatesCollection
0x19104E8,   X509StoreManager$$get_CurrentUser
0x191063C,   X509StoreManager$$get_LocalMachine
0x190E3E0,   X509StoreManager$$get_TrustedRootCertificates
0x191061C,   X509Stores$$.ctor
0x1910770,   X509Stores$$get_TrustedRoot
0x1D3F184,   ASN1$$.ctor
0x1D3F1AC,   ASN1$$.ctor
0x1D3F1D4,   ASN1$$.ctor
0x1D3F510,   ASN1$$get_Count
0x1D3F530,   ASN1$$get_Tag
0x1D3F538,   ASN1$$get_Length
0x1D3F54C,   ASN1$$get_Value
0x1D3F664,   ASN1$$set_Value
0x1D3F754,   ASN1$$CompareArray
0x1D3F824,   ASN1$$CompareValue
0x1D3F830,   ASN1$$Add
0x1D3F8E4,   ASN1$$GetBytes
0x1D3F3C0,   ASN1$$Decode
0x1D40228,   ASN1$$DecodeTLV
0x1D403D0,   ASN1$$get_Item
0x1D40594,   ASN1$$Element
0x1D4076C,   ASN1$$ToString
0x1D40A98,   ASN1Convert$$FromInt32
0x1D40C94,   ASN1Convert$$FromOid
0x1D40DA4,   ASN1Convert$$FromUnsignedBigInteger
0x1D40F08,   ASN1Convert$$ToInt32
0x1D41088,   ASN1Convert$$ToOid
0x1D414A8,   ASN1Convert$$ToDateTime
0x1D455B4,   BitConverterLE$$GetUShortBytes
0x1D45700,   BitConverterLE$$GetUIntBytes
0x1D458DC,   BitConverterLE$$GetULongBytes
0x1D45BD8,   BitConverterLE$$GetBytes
0x1D40C74,   BitConverterLE$$GetBytes
0x1D45BF8,   BitConverterLE$$GetBytes
0x1D45C18,   BitConverterLE$$GetBytes
0x1D45C3C,   BitConverterLE$$UShortFromBytes
0x1D45D74,   BitConverterLE$$UIntFromBytes
0x1D45F5C,   BitConverterLE$$ULongFromBytes
0x1D460A4,   BitConverterLE$$ToInt16
0x1D42230,   BitConverterLE$$ToInt32
0x1D421FC,   BitConverterLE$$ToUInt16
0x1D42264,   BitConverterLE$$ToUInt32
0x1D460D8,   BitConverterLE$$ToSingle
0x1D4610C,   BitConverterLE$$ToDouble
0x18FBC24,   ContentInfo$$.ctor
0x18FBCA4,   ContentInfo$$.ctor
0x18FBCC0,   ContentInfo$$.ctor
0x18FBD40,   ContentInfo$$.ctor
0x18FC07C,   ContentInfo$$get_ASN1
0x18FC168,   ContentInfo$$get_Content
0x18FC170,   ContentInfo$$set_Content
0x18FC178,   ContentInfo$$get_ContentType
0x18FC180,   ContentInfo$$set_ContentType
0x18FC080,   ContentInfo$$GetASN1
0x18FC188,   EncryptedData$$.ctor
0x18FC1A8,   EncryptedData$$.ctor
0x18FC740,   EncryptedData$$get_EncryptionAlgorithm
0x18FC748,   EncryptedData$$get_EncryptedContent
0x18FC834,   SignedData$$.ctor
0x18FDEA4,   SignedData$$get_Certificates
0x18FDEAC,   SignedData$$get_ContentInfo
0x18FDE70,   SignedData$$set_HashName
0x18FDEBC,   SignedData$$get_SignerInfo
0x18FDAF0,   SignedData$$OidToName
0x18FDA4C,   SignerInfo$$.ctor
0x18FD388,   SignerInfo$$.ctor
0x18FE03C,   SignerInfo$$get_IssuerName
0x18FE044,   SignerInfo$$get_SerialNumber
0x18FDE9C,   SignerInfo$$get_AuthenticatedAttributes
0x18FDAE8,   SignerInfo$$get_HashName
0x18FDEB4,   SignerInfo$$set_HashName
0x18FE130,   SignerInfo$$get_Signature
0x18FE21C,   SignerInfo$$get_UnauthenticatedAttributes
0x18FE224,   SignerInfo$$get_Version
0x18FE22C,   StrongName$$.ctor
0x18FE468,   StrongName$$.ctor
0x18FE52C,   StrongName$$.cctor
0x18FE5BC,   StrongName$$InvalidateCache
0x18FE454,   StrongName$$set_RSA
0x18FE5CC,   StrongName$$get_PublicKey
0x18FEC18,   StrongName$$get_PublicKeyToken
0x18FEE34,   StrongName$$get_TokenAlgorithm
0x18EFA08,   SecurityParser$$.ctor
0x18EFA80,   SecurityParser$$LoadXml
0x18EFB34,   SecurityParser$$ToXml
0x1910BF0,   SecurityParser$$OnStartParsing
0x1910BF4,   SecurityParser$$OnProcessingInstruction
0x1910BF8,   SecurityParser$$OnIgnorableWhitespace
0x1910BFC,   SecurityParser$$OnStartElement
0x1910FC4,   SecurityParser$$OnEndElement
0x19110B0,   SecurityParser$$OnChars
0x1911164,   SecurityParser$$OnEndParsing
0x1910850,   SmallXmlParser$$.ctor
0x19111FC,   SmallXmlParser$$Error
0x191138C,   SmallXmlParser$$UnexpectedEndError
0x19114D4,   SmallXmlParser$$IsNameChar
0x19115F4,   SmallXmlParser$$IsWhitespace
0x1911630,   SmallXmlParser$$SkipWhitespaces
0x1911740,   SmallXmlParser$$HandleWhitespaces
0x1911638,   SmallXmlParser$$SkipWhitespaces
0x19118C8,   SmallXmlParser$$Peek
0x1911848,   SmallXmlParser$$Read
0x19118FC,   SmallXmlParser$$Expect
0x1911A38,   SmallXmlParser$$ReadUntil
0x1911FA4,   SmallXmlParser$$ReadName
0x191095C,   SmallXmlParser$$Parse
0x1913020,   SmallXmlParser$$Cleanup
0x1912344,   SmallXmlParser$$ReadContent
0x1912E70,   SmallXmlParser$$HandleBufferedContent
0x1913544,   SmallXmlParser$$ReadCharacters
0x1911B84,   SmallXmlParser$$ReadReference
0x19135E4,   SmallXmlParser$$ReadCharacterReference
0x1913370,   SmallXmlParser$$ReadAttribute
0x1913144,   SmallXmlParser$$ReadCDATASection
0x19132A8,   SmallXmlParser$$ReadComment
0x1911168,   AttrListImpl$$.ctor
0x19137D4,   AttrListImpl$$get_Length
0x1913808,   AttrListImpl$$GetName
0x19138FC,   AttrListImpl$$GetValue
0x19139F0,   AttrListImpl$$GetValue
0x1913C00,   AttrListImpl$$get_Names
0x1913D54,   AttrListImpl$$get_Values
0x19130E4,   AttrListImpl$$Clear
0x1913764,   AttrListImpl$$Add
0x1911288,   SmallXmlParserException$$.ctor
0x1D3F180,   Runtime$$GetDisplayName
0x1524F3C,   Comparer$$.ctor
0x1524F68,   Comparer$$.cctor
0x15252CC,   Comparer$$System.Collections.IComparer.Compare
0x15254F0,   Comparer$$get_Default
0x1760C48,   DefaultComparer$$.ctor
0x1760CE0,   DefaultComparer$$Compare
0x1F20D24,   GenericComparer$$.ctor
0x1F20DBC,   GenericComparer$$Compare
0x23478EC,   Dictionary$$.ctor
0x2347954,   Dictionary$$.ctor
0x23479C0,   Dictionary$$.ctor
0x2347A08,   Dictionary$$.ctor
0x2347A74,   Dictionary$$.ctor
0x2347EE0,   Dictionary$$.ctor
0x2347F50,   Dictionary$$.ctor
0x2347F84,   Dictionary$$System.Collections.Generic.IDictionary_TKey_TValue_.get_Keys
0x2347FC0,   Dictionary$$System.Collections.Generic.IDictionary_TKey_TValue_.get_Values
0x2347FFC,   Dictionary$$System.Collections.IDictionary.get_Keys
0x2348038,   Dictionary$$System.Collections.IDictionary.get_Values
0x2348074,   Dictionary$$System.Collections.IDictionary.get_IsFixedSize
0x234807C,   Dictionary$$System.Collections.IDictionary.get_IsReadOnly
0x2348084,   Dictionary$$System.Collections.IDictionary.get_Item
0x23481F0,   Dictionary$$System.Collections.IDictionary.set_Item
0x234829C,   Dictionary$$System.Collections.IDictionary.Add
0x2348348,   Dictionary$$System.Collections.IDictionary.Contains
0x23484D8,   Dictionary$$System.Collections.IDictionary.Remove
0x2348660,   Dictionary$$System.Collections.ICollection.get_IsSynchronized
0x2348668,   Dictionary$$System.Collections.ICollection.get_SyncRoot
